name,developers,appid,type,price,ratings,release date,genres,platforms
Valince Genesis: VR,['Midnight Vampiro'],2847350,game,$1.99,0,"Oct 16, 2024","['Action', 'Adventure', 'Indie', 'Early Access']",['windows']
Extinction,['Fellek'],2847360,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Casual', 'Early Access']",['windows']
Escape Island,['Fika Game Studio'],2847390,game,$2.44,0,"May 20, 2024","['Action', 'Adventure', 'Indie', 'Early Access']",['windows']
King Towers,['AgeOfGames'],2847420,game,$0.74,0,"Mar 28, 2024","['Casual', 'Indie', 'RPG', 'Strategy']",['windows']
King Island,['AgeOfGames'],2847430,game,$0.74,0,"Mar 28, 2024","['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",['windows']
Nooch Farm,['Dexter Manning'],2847440,game,$0.00,0,Coming Soon,"['Adventure', 'Casual', 'Indie']",['windows']
Reality patrol Demo,['Mad Knight'],2847450,demo,$0.00,0,"Feb 21, 2024",[],['windows']
仙侠涤尘箓,['常州市华蓝德软件科技有限公司'],2847470,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",['windows']
CHAM THE CAT ADVENTURE Original Soundtrack,['RETSUZAN'],2847490,music,$1.49,0,"Mar 4, 2024",[],"['windows', 'mac', 'linux']"
NONETHELESS,['Primitive Ingenuity'],2847500,game,$0.00,0,Coming Soon,"['Adventure', 'Indie']",['windows']
Synthetica: Cyber Club Manager,['Sargonius Games'],2847510,game,$0.00,0,Coming Soon,"['Simulation', 'Strategy']",['windows']
VERZEUS Original Soundtrack,['RETSUZAN'],2847520,music,$1.49,0,"Mar 4, 2024",[],"['windows', 'mac', 'linux']"
RUMBLE DRAGON Original Soundtrack,['RETSUZAN'],2847530,music,$1.49,0,"Mar 4, 2024",[],"['windows', 'mac', 'linux']"
JEWELiNX Original Soundtrack,['RETSUZAN'],2847540,music,$1.49,0,"Mar 4, 2024",[],"['windows', 'mac', 'linux']"
THUNDER STRIKER Original Soundtrack,['RETSUZAN'],2847550,music,$1.49,0,"Mar 4, 2024",[],"['windows', 'mac', 'linux']"
OUMUAMUA Original Soundtrack,['RETSUZAN'],2847560,music,$1.49,0,"Mar 4, 2024",[],"['windows', 'mac', 'linux']"
Tokyo School Girl,['FrisbyStudio'],2847580,game,$2.49,0,"Mar 14, 2024","['Action', 'Adventure']",['windows']
Element Release: Water Territory  元素释放：水之领域,['ZHANGHANLUN'],2847590,game,$5.99,0,"May 15, 2024","['Action', 'Adventure', 'Indie']",['windows']
Flagdashers,['Robert Espina'],2847600,game,$2.99,0,"May 29, 2024","['Action', 'Indie', 'Massively Multiplayer', 'Strategy', 'Early Access']",['windows']
Yaad (Demo),['Meello Studio'],2847630,demo,$0.00,0,"May 1, 2024",[],"['windows', 'mac']"
A Living Room,['Valtteri Tavast'],2847640,game,$0.00,0,"Apr 25, 2024","['Adventure', 'Casual', 'Indie', 'Free To Play']",['windows']
The Journalist Soundtrack,"['Jungwoo Yom', 'Hajin Lim']",2847670,music,$2.99,0,"Apr 10, 2024",[],"['windows', 'mac']"
SEX KILLS - BOOSTER #1 CAPITALISM,['大きくて強い'],2847700,dlc,$1.94,0,"Apr 5, 2024","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",['windows']
SEX KILLS - BOOSTER #2 EXTRA PARTIES,['大きくて強い'],2847710,dlc,$1.94,0,"Apr 5, 2024","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",['windows']
SEX KILLS - CIA SECRET FILES,['大きくて強い'],2847720,dlc,$0.64,0,"Apr 5, 2024","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",['windows']
SEX KILLS - LEAKED OUT PICTURES,['大きくて強い'],2847730,dlc,$0.64,0,"Apr 5, 2024","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",['windows']
"Real Life Soundtrack Main menu ""Quran"" (30 juz. 78-114 Surahs)",['Gladiy Denis'],2847770,music,$0.99,0,"Mar 20, 2024",[],"['windows', 'mac', 'linux']"
Cyber Tile Demo,['PixelHeroForge'],2846780,demo,$0.00,0,"Jun 26, 2024",[],['windows']
Trash Horror Collection 4,['616 GAMES'],2846790,game,$1.49,0,"Mar 10, 2024","['Action', 'Adventure', 'Indie']",['windows']
Becoming Captain - The cardgame RPG,['Le Havre Création'],2846800,game,$0.00,0,Coming Soon,"['RPG', 'Strategy']",['windows']
Los Penguinos,"['Hero', 'ShLeks']",2846810,game,$0.79,0,"Mar 19, 2024","['Action', 'Casual', 'Indie', 'Simulation', 'Strategy']",['windows']
Paintball Playground Soundtrack,['Roman Prusakevich'],2846820,music,$0.00,0,Coming Soon,[],"['windows', 'mac', 'linux']"
Synthaar,['Thauxan Studios'],2846840,game,$0.00,0,Coming Soon,"['Indie', 'Simulation', 'Strategy']",['windows']
Hexagon Ultra VR,['PixelBrain Studio'],2846850,game,$2.99,0,"Mar 25, 2024","['Casual', 'Indie', 'Strategy', 'Early Access']",['windows']
Smash and Bash Monsters: Prologue,['DuGringo'],2846860,game,$0.00,0,"Jul 22, 2024","['Action', 'Casual', 'Indie', 'RPG', 'Free To Play']","['windows', 'linux']"
Jessica's Choices- Series of Events,['DoAdventures'],2846920,game,$0.00,0,Coming Soon,"['Indie', 'Early Access']","['windows', 'mac']"
Starlit Stories,['Lunar Entertainment'],2846930,game,$0.00,0,Coming Soon,"['Casual', 'Simulation']",['windows']
Sacred Chasm : Silent Utopia Playtest,[],2846960,game,$0.00,0,"Feb 23, 2024",[],['windows']
Guardião Tupã,['Beyond The Wall'],2846970,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie']",['windows']
yasai game,['Picopicowvo'],2846980,game,$1.39,0,"Apr 3, 2024",['Casual'],['windows']
Boo's Burgers,['Jeremy Fischer'],2846990,game,$0.00,0,Coming Soon,"['Action', 'Indie']","['windows', 'mac']"
Room -Random Dungeon-,['SawaiwaGame'],2847000,game,$0.99,0,"Mar 21, 2024","['Action', 'Casual', 'Indie']",['windows']
Keep Health!,['Billiontail Gaming'],2847020,game,$0.99,0,"May 23, 2024","['Action', 'Indie', 'Early Access']",['windows']
BoxSim,['3:15 Software'],2847030,game,$0.00,0,Coming Soon,['Indie'],"['windows', 'mac']"
SUPER BATTLE POLYCARS Demo,['Yooper Game Studios LLC'],2847050,demo,$0.00,0,"Mar 1, 2024",[],['windows']
Super Battle PolyCars Playtest,[],2847060,game,$0.00,0,"May 22, 2024",[],['windows']
The Running Man 2 - Full Access,['samuel crevier'],2847090,dlc,$4.99,0,"Feb 28, 2024","['Action', 'Adventure', 'Strategy']",['windows']
驱煞,"['MOTZIFY', 'VaMP He']",2847110,game,$0.00,0,"Apr 27, 2024","['Action', 'Adventure', 'Casual', 'Indie']",['windows']
The Last Summer 那年夏末 Demo,['Seven Tales Studio'],2847120,demo,$0.00,0,"Apr 18, 2024",[],['windows']
Dangerous World Demo,['GildMoon'],2847130,demo,$0.00,0,"Feb 21, 2024",[],['mac']
Happy Birthday,['AURORA STUDIO'],2847210,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Casual', 'Indie', 'RPG']",['windows']
Kowloon Story 2 | 九龙诡录2,['AURORA STUDIO'],2847220,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",['windows']
幽霊少女室,['Meim'],2847240,game,$6.99,0,"Aug 9, 2024","['Adventure', 'Indie']",['windows']
River Town Factory: Prologue,['iFAction Studio'],2847250,game,$0.00,0,"Mar 27, 2024","['Indie', 'RPG', 'Simulation', 'Free To Play']",['windows']
大梦江湖,['疯狂小兔工作室'],2847270,game,$0.00,0,Coming Soon,"['Indie', 'RPG', 'Strategy']",['windows']
CloudStudy,['Prairie Game'],2846260,game,$0.00,0,"Jul 5, 2024","['Casual', 'Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Free To Play']",['windows']
Jetsoccer,['Intoo Technologies'],2846300,game,$0.00,0,Coming Soon,"['Indie', 'Simulation', 'Sports']",['windows']
The Lumenites Playtest,[],2846310,game,$0.00,0,"Feb 20, 2024",[],['windows']
Earthling of Gaia,['imakumi-industries'],2846320,game,$2.99,0,"Aug 31, 2024","['Action', 'Indie']",['windows']
Bat Blast! Demo,['Cyan Sundae'],2846330,demo,$0.00,0,"May 19, 2024",[],['windows']
Color Splash: Predators,['Quantum Quiver Games'],2846340,game,$0.55,0,"Mar 5, 2024",['Casual'],['windows']
Baskerville,['DragonCog Interactive'],2846350,game,$1.99,0,"Mar 14, 2024",['Adventure'],['windows']
Jetsoccer Demo,['Intoo'],2846360,demo,$0.00,0,"Feb 24, 2024",[],['windows']
Babsi Bullet,['Team Marty'],2846370,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Casual', 'Indie']","['windows', 'mac']"
廻段-KAIDANN-,['v oigen emiria games'],2846380,game,$3.00,0,"Apr 29, 2024","['Indie', 'Simulation']",['windows']
Glitch Gears,['Vinicius Nakamura'],2846390,game,$0.00,0,Coming Soon,"['Action', 'Indie', 'Racing', 'RPG']","['windows', 'mac', 'linux']"
Nightlife: Vista,['ByteBant'],2846400,game,$0.00,0,Coming Soon,"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']","['windows', 'linux']"
Spellfolio,['Ingvar Valderson'],2846430,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",['windows']
Royal Decree!,['LonelyPixel S.R.L'],2846440,game,$0.00,0,Coming Soon,"['RPG', 'Strategy']","['windows', 'mac', 'linux']"
Velithra,"['Honest Chronicle', 'Jolly Show']",2846500,game,$0.00,0,Coming Soon,"['Adventure', 'Indie']",['windows']
Ninja Remix,['Hesoyam'],2846510,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie']",['windows']
Dungeons & Cardboards,['Ornithocornicorp'],2846520,game,$0.99,0,"Apr 1, 2024","['Indie', 'RPG', 'Strategy']",['windows']
BrokenLore: FOLLOW,['Serafini Productions'],2846530,game,$0.00,0,Coming Soon,"['Action', 'Adventure']",['windows']
Stick Robot Puzzle,['HIKO Game'],2846550,game,$0.00,0,Coming Soon,['Indie'],['windows']
Master Blaster Demo,['Lost Cabinet Games'],2846570,demo,$0.00,0,"Apr 8, 2024",[],"['windows', 'mac']"
Grappling Hook and Grappling Hook,['Templenny'],2846580,game,$0.00,0,"Sep 11, 2024","['Action', 'Casual', 'Early Access', 'Free To Play']",['windows']
Office7,['TOMO GAME CREATE'],2846590,game,$1.19,0,"Jun 12, 2024",['Indie'],['windows']
Bird Go Sky,['Pixel-Furnace'],2846640,game,$0.00,0,Coming Soon,"['Adventure', 'Casual', 'Simulation']",['windows']
Strange,['Gokmen Bolat'],2846660,game,$0.79,0,"Mar 13, 2024","['Adventure', 'Indie', 'Simulation']",['windows']
Andy Blast Vs The Forces of Evil Demo,['SomeWare Studios'],2846670,demo,$0.00,0,"Feb 21, 2024",[],['windows']
NOOO! MY BODY!,['Bastian Teusch'],2846680,game,$0.00,0,"May 8, 2024","['Action', 'Casual', 'Indie', 'Free To Play']",['windows']
Ribbit Rampage,['Patricia Norton'],2846690,game,$0.00,0,"Jul 26, 2024","['Action', 'Indie', 'Free To Play']",['windows']
Long Steel Demo,['Kyle Tassone'],2846700,demo,$0.00,0,"Feb 20, 2024",[],['windows']
Dungeons & Cardboards OST,['Ornithocornicorp'],2846710,music,$0.00,0,"Apr 1, 2024",['Free To Play'],"['windows', 'mac', 'linux']"
Taco Terror,['SimpleShutIn Productions'],2846730,game,$0.00,0,Coming Soon,"['Action', 'Adventure']",['windows']
VOIN Playtest,[],2846750,game,$0.00,0,"Mar 3, 2024",[],['windows']
Dash Or Die Demo,['Clocknotionstudio'],2846760,demo,$0.00,0,"Feb 21, 2024",[],['windows']
Obsolete Souls™ Episode 0: Operation Haiti,"['Dennel Cake, LLC.']",2845760,game,$0.00,0,Coming Soon,"['Action', 'Indie']",['windows']
The Giant Crab in Space,['TensionSplice'],2845770,game,$0.00,0,Coming Soon,"['Action', 'Indie', 'Simulation']",['windows']
Cook Saga,['Nasus Solution'],2845780,game,$0.00,0,Coming Soon,"['Casual', 'RPG', 'Simulation', 'Early Access']",['windows']
Life as a Lich,['Hosted Games'],2845790,game,$3.95,0,"Jul 3, 2024","['Adventure', 'Indie', 'RPG']","['windows', 'mac', 'linux']"
Life as a Lich Demo,['Hosted Games'],2845800,demo,$0.00,0,"Jul 3, 2024",[],"['windows', 'mac', 'linux']"
Sagas De Claire Demo,['Makoto World'],2845810,demo,$0.00,0,"Feb 27, 2024",[],['windows']
Morpi Card Mix,['Ignita Games'],2845820,game,$0.00,0,Coming Soon,"['Action', 'Indie', 'Strategy']",['windows']
Barbotine,['Alex Rassloff'],2845840,game,$1.64,114,"Mar 8, 2024","['Action', 'Adventure', 'Indie']",['windows']
Demoniac TV Demo,['Oak_dev'],2845860,demo,$0.00,0,"Apr 8, 2024","['Action', 'Indie']",['windows']
Dominion - Cornucopia,['Temple Gates Games'],2845870,dlc,$4.79,0,"Feb 27, 2024",['Strategy'],['windows']
Dominion - Cornucopia: 1st Edition,['Temple Gates Games'],2845880,dlc,$1.59,0,"Feb 27, 2024",['Strategy'],['windows']
Dominion - Guilds,['Temple Gates Games'],2845890,dlc,$4.79,0,"Feb 27, 2024",['Strategy'],['windows']
Dominion - Guilds: 1st Edition Pack,['Temple Gates Games'],2845900,dlc,$1.59,0,"Feb 27, 2024",['Strategy'],['windows']
Final Dash,"['Boot-Dark Games', 'Yoto Games']",2845930,game,$0.00,0,"Mar 8, 2024","['Action', 'Casual', 'Free To Play']",['windows']
Path of the Tank,['Niceas de Atenas'],2845940,game,$0.00,0,Coming Soon,"['Adventure', 'Casual', 'Indie', 'RPG', 'Free To Play']",['windows']
Path of the Tank Demo,['Niceas de Atenas'],2845950,demo,$0.00,0,"Mar 1, 2024",[],['windows']
Though the Heavens Fall Demo,['Maranatha Games'],2845960,demo,$0.00,0,"Apr 5, 2024",[],['windows']
Calendar Notess,['iag'],2845970,game,$1.39,0,"Mar 12, 2024","['Indie', 'Utilities']",['windows']
Terunyan to Amanoiwato,['Terunyan'],2846000,game,$0.00,0,Coming Soon,['Action'],['windows']
Dead Oculus Demo,['Andrew Wilker'],2846010,demo,$0.00,0,"Feb 26, 2024",[],['windows']
Death Scourges: Prologue,['TwoBeerGames'],2846020,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Free To Play']",['windows']
Cats Kill Zombies Playtest,[],2846030,game,$0.00,0,"Feb 21, 2024",[],['windows']
Glow Hockey,"['Ariya Studio Co., Ltd.']",2846040,game,$0.89,0,"Mar 14, 2024","['Casual', 'Indie', 'Simulation', 'Sports']",['windows']
The Last Hospital,['Reve Realm'],2846050,game,$16.99,0,"Apr 21, 2024","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",['windows']
Subterror,['Team Monumental'],2846060,game,$4.79,0,"Oct 11, 2024","['Action', 'Adventure', 'Indie', 'Early Access']",['windows']
Crystal Guard TD,"[""Shouji's Realm""]",2846100,game,$0.99,0,"Mar 26, 2024","['Indie', 'Strategy']",['windows']
Prometheus Unbound,['CarpotTeam'],2846110,game,$2.99,0,"Mar 20, 2024","['Action', 'Indie']","['windows', 'mac']"
Elder's Will Demo,['Rovln'],2846120,demo,$0.00,0,"Mar 26, 2024",[],"['windows', 'mac', 'linux']"
REI: a girl with wings,['STUDIO KHEPRI'],2846150,game,$7.99,0,"May 6, 2024","['Action', 'Adventure', 'Casual', 'Indie']",['windows']
Hunted on Eclipse-9,['FinalFetish'],2846160,game,$0.00,0,Coming Soon,"['Action', 'Indie']",['windows']
"Let's Get Fit at Midnight, Shall We?",['Celbranch'],2846210,game,$4.49,0,"May 17, 2024","['Indie', 'RPG', 'Simulation']",['windows']
Together with Oneesan~Yuina's Sweet Encouragement~,['ボウサバG'],2846220,game,$0.00,0,Coming Soon,"['Casual', 'RPG', 'Simulation']",['windows']
Clown Meat Demo,"['Talia bob Mair', 'Autumn West']",2846250,demo,$0.00,0,"Feb 22, 2024",[],['windows']
Battler Demo,['Super4Games'],2845240,demo,$0.00,0,"Mar 8, 2024",[],['windows']
100 Istanbul Cats,['100 Cozy Games'],2845250,game,$0.00,0,"May 17, 2024","['Action', 'Casual', 'Indie', 'RPG', 'Simulation', 'Free To Play']",['windows']
100 March Cats,['100 Cozy Games'],2845260,game,$0.00,0,"Mar 6, 2024","['Adventure', 'Casual', 'Indie', 'Free To Play']",['windows']
100 Aliens Cats,['100 Cozy Games'],2845270,game,$0.00,0,"Jun 9, 2024","['Action', 'Adventure', 'Casual', 'Indie', 'Sports', 'Free To Play']",['windows']
Hoodies Squad: Alcoholypse,['Simplicity Games'],2845310,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie']",['windows']
Cats and Seek: Kyoto,['Noobzilla'],2845320,game,$0.00,0,"Jun 16, 2024","['Casual', 'Indie', 'Free To Play']","['windows', 'linux']"
"Road Dinner SImulator-Renovate,Upgrade,Expand",['Play Games Ltd'],2845350,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie', 'Simulation']",['windows']
Against Humanity,"['Zios', 'Ares World Entertainment']",2845360,game,$1.49,0,"May 17, 2024","['Action', 'Adventure', 'RPG']",['windows']
My Little Cemetery,['Resting Place Games'],2845370,game,$0.00,0,"May 21, 2024","['Casual', 'Indie', 'RPG', 'Simulation', 'Free To Play']",['windows']
Wait - Extended Demo,['rest.less Games'],2845390,demo,$0.00,0,"Apr 3, 2024",[],['windows']
Hidden Cats In Breeze Village,['Peach Rain'],2845400,game,$0.89,0,"Mar 5, 2024","['Adventure', 'Casual', 'Indie']",['windows']
The Witch's Redemption,['Geekon'],2845430,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'RPG']",['windows']
Pepper Grinder Soundtrack,['Ahr Ech'],2845440,music,$5.59,0,"Mar 28, 2024",[],"['windows', 'mac', 'linux']"
"FURNITURE FLIPPER Simulator 2023: Revive, restoration & creative crafting",['DEZVOLT GAMES'],2845450,game,$0.00,0,Coming Soon,"['RPG', 'Simulation']",['windows']
Animal Buddies - Party Beasts,['COCO-GAMES'],2845460,game,$0.00,0,Coming Soon,"['Action', 'Racing', 'Simulation']",['windows']
Pigeon Simulator Survival,['YYYY-ZZZ'],2845470,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Casual', 'Racing', 'RPG', 'Simulation']",['windows']
Survival Boat Simulator - Lost at Sea,['DEZVOLT GAMES'],2845480,game,$0.00,0,Coming Soon,"['Adventure', 'RPG', 'Simulation']",['windows']
A Car That Turns Demo,['Amir Rajan'],2845500,demo,$0.00,0,"Jul 24, 2024",[],"['windows', 'mac', 'linux']"
Hentai Homewrecker,['Miel'],2845510,game,$9.59,0,"Apr 19, 2024",['Casual'],"['windows', 'mac', 'linux']"
Nauts,"['Jorge A. García González', 'Carlos Álvarez-Nava González']",2845520,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Indie']",['windows']
Coffee For Cthulhu,"['Josiah Parkhurst', 'Emily Duff', 'Jacob Moore', 'Cleide Lanzetta', 'Sara Pezzutti']",2845560,game,$0.62,0,"Apr 18, 2024","['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation']",['windows']
How to Survive the Night shift,['Amos'],2845570,game,$0.00,0,Coming Soon,"['Action', 'Indie']",['windows']
The Butler Did It,['Hosted Games'],2845580,game,$4.96,0,"May 9, 2024","['Indie', 'RPG']","['windows', 'mac', 'linux']"
The Butler Did It Demo,['Hosted Games'],2845590,demo,$0.00,0,"May 9, 2024",[],"['windows', 'mac', 'linux']"
Interstellar Distress,['Matt'],2845600,game,$0.00,0,Coming Soon,"['Action', 'Indie']",['windows']
Dodo Peak,['Moving Pieces Interactive'],2845610,game,$0.00,0,Coming Soon,"['Action', 'Casual', 'Free To Play']",['windows']
GrannyHop,['Lupaza'],2845620,game,$0.49,0,"May 1, 2024","['Adventure', 'Casual', 'Indie']",['windows']
Millennium Arcade,"['CM', 'agamidcg']",2845660,game,$0.00,0,Coming Soon,"['Action', 'Adventure', 'Casual', 'Indie']",['windows']
Winter Cats - Bonus Level,['Faithy Games'],2845670,dlc,$0.49,0,"Feb 29, 2024","['Casual', 'Indie', 'Free To Play']","['windows', 'mac', 'linux']"
Ikonei Island - Lunar Union Festival Content Pack,['Snowcastle Games'],2845680,dlc,$3.99,0,"Mar 21, 2024","['Action', 'Adventure', 'Indie', 'RPG', 'Simulation']",['windows']
FOR HONOR™ – Warden Hero Skin - The Unsung Knight,"['Ubisoft Montreal', 'Ubisoft Quebec', 'Ubisoft Toronto', 'Blue Byte']",2845690,dlc,$11.99,0,"Mar 14, 2024",['Action'],['windows']
Spinshot Party Demo,['MattoOriginal Games - Matthias Otto'],2845750,demo,$0.00,0,"Feb 22, 2024",[],['windows']
Love Too Easily - Behind the Scenes DLC,['Monster Guide inc.'],2844740,dlc,$1.99,0,"Mar 14, 2024","['Casual', 'Indie', 'Simulation']",['windows']
Story in the Dream World 1 -Volcano And Possession- Remake Demo,['Nuriverse'],2844750,demo,$0.00,0,"Jun 21, 2024",[],['windows']
Granblue Fantasy Versus: Rising - Character Costume: Lady Serenity (Katalina),"['Cygames, Inc.', 'Arc System Works']",2844760,dlc,$4.99,0,"Mar 11, 2024",['Action'],['windows']
The Tribe Must Survive - Artwork,['Walking Tree Games GmbH'],2844790,dlc,$0.00,0,"Feb 22, 2024","['Indie', 'Simulation', 'Strategy']","['windows', 'mac']"
Letters & Legends,['Bow & Arrow Games'],2844810,game,$2.99,0,"Apr 25, 2024","['Casual', 'Indie', 'RPG', 'Strategy']",['windows']
Codename Attila,['Kebabos'],2844820,game,$1.99,0,"Mar 6, 2024","['Action', 'Indie']",['windows']
Corn Kidz 64 Soundtrack,['BogoSoft'],2844830,music,$0.00,0,"Mar 31, 2024",['Free To Play'],"['windows', 'mac', 'linux']"
Space Battle Royale - Premium,['MultiversalME'],2844840,dlc,$9.99,0,"Mar 8, 2024","['Action', 'Casual', 'Massively Multiplayer']",['windows']
Arcanterra,['Funventure P.S.A'],2844870,game,$0.00,0,Coming Soon,"['Adventure', 'RPG', 'Free To Play']",['windows']
IRONHEART : Cardia,['エル'],2844880,game,$0.00,0,Coming Soon,"['Indie', 'Simulation', 'Strategy']",['windows']
Smash Bear Demo,"['Greg Austin', 'Sybersyn']",2844900,demo,$0.00,0,"May 13, 2024",[],['windows']
Interior Designer,['Roomvas'],2844910,game,$7.79,0,"Oct 25, 2024","['Casual', 'Indie', 'Simulation']",['windows']
StormEdge Playtest,[],2844920,game,$0.00,0,"Aug 1, 2024",[],['windows']
Spellarium 6,['LGT SIA'],2844940,game,$6.99,0,"Apr 24, 2024",['Casual'],['windows']
I Ask The Cube Where To Go Soundtrack,['危途旅行团TravellersOnHazard'],2844960,music,$0.00,0,"Feb 27, 2024",['Free To Play'],"['windows', 'mac', 'linux']"
Apex Defenders,['Geobilgi Games'],2844980,game,$2.99,0,"Apr 9, 2024","['Action', 'Indie', 'Early Access']",['windows']
